Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
"Anger that you are willing to take out on people and the world in general , and all police , is worst , most indefensible kind of anger",1,0,1,0,0,0,0,0,1,0,0
"Charlotteriots passion or anger act of  if mourning for those who have past away , stayhome whyout",1,0,1,1,0,0,0,0,1,0,0
I have always had a weird grudge against stingrays ever since one killed steve irwin,1,0,0,0,0,0,0,1,1,0,0
Literally fuming fuck sake,1,0,1,0,0,0,0,0,1,0,0
Oh please inc talking about looting i am not saying bjp is pure but this is such a hilarious irony is def better,0,0,1,0,1,0,1,0,0,0,0
Shot by black police woman typical looney toon thinking hillary divide chaos,1,0,1,0,0,0,0,0,0,0,0
"Unhappy with redbus cc , when i talked with them before a week still they did not initiate the refund of the transaction",1,0,0,0,0,0,0,0,1,0,0
Imagine being bitter when your bias is dating and sending threats to their partner like why that is nasty and they do not even know you exist,1,0,1,0,0,0,0,0,0,0,0
Halloween party coming soon turnt ruin T lit firesauce hotsauce mildsauce getsauced champagnedreams scary haunt kittens,0,1,0,1,1,0,0,0,0,0,0
"Internationaldayofpeace want peace , prepare for war destroy terror states like pakistan",1,0,1,0,0,0,0,0,0,0,0
I can not wait to hear what he had to say about the brilliant dr. hawking  it should be rich  in the poorest of taste,0,1,1,0,0,0,0,0,0,0,0
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,1,0,1,0,0,0,0,0,0,0,0
Ever put your fist through your laptops screen if so its time for a new one lmao hp,0,0,0,0,1,0,0,0,0,1,0
Yo gurls dm for a tribute snapme dm nudes tribute cumtribute cock snap cum swallow,0,1,0,0,1,1,0,0,0,0,0
All in all a pleasing night down the lane on to the next round and bring on liverpool at anfield coys,0,1,0,0,1,0,0,0,0,1,0
"Butter up the walls , nightmare",0,0,0,1,0,0,0,0,1,0,0
Shot by black police woman typical looney toon thinking. hillary divide anger chaos,1,0,1,0,0,0,0,0,0,0,0
I would always be honest but it is great to feedback opinion to the brand do not want to offend them bloghour,0,0,0,0,1,1,1,0,0,0,0
I feel horrible i have accounting today but physically and mentally am not okay,0,0,1,1,0,0,0,1,1,0,0
I found marmite in australia ` : ),0,1,0,0,1,1,0,0,0,0,1
Oooh my god uugghh,1,0,1,0,0,0,0,0,0,0,0
Vinb i am alot more interested in hearing bout differences between parties political ideologies parties murky origins r irrefutable vinb,0,0,0,0,0,0,0,0,0,0,0
Impractical jokers  practically genius laughter good4thesoul impracticaljokers bingewatching,0,0,0,0,1,0,1,0,0,0,0
"Perhaps i have missed it , are you doing another season of ihwph you are so joyous and gleeful at the the prospect of eating",0,0,0,0,1,0,1,0,0,0,0
"Shame on you showing an elephant being hunted and killed ,",1,0,1,0,0,0,0,0,1,0,0
Happy birthday shorty stay fine stay breezy stay wavy,0,0,0,0,1,1,0,0,0,0,0
I really hate mel and sue they think they are hilarious and they are just awful,1,0,1,0,0,0,0,0,0,0,0
Not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work fuming useless reply,1,0,1,0,0,0,0,0,0,0,0
So about 18mths ago i signed up to for their velocity ff deal 18 months in still no ff points,1,0,0,0,0,0,0,0,1,0,0
Try asking for a cheeseburger with only onion and mustard at any mcdonalds hilarious,0,0,0,0,1,0,0,0,0,1,0
I have to finally tell my therapist about my sexuality  last frontier  not sure i can do it in the am singlegirlproblems,0,1,0,1,0,0,0,0,0,0,0
"With a very tired body and mind and sparkling teeth i say to all my followers , good night and if there is an apocalypse , good luck aspie",0,0,0,0,1,0,0,0,0,0,0
I am despondent,0,0,1,0,0,0,0,1,1,0,0
Ok but i just got called a ' White devil ' on the train and i didnt know whether to laugh or be offended,0,0,0,1,0,0,0,0,0,1,0
What a sulky pants,1,0,1,0,0,0,0,0,1,0,0
"Holding a grudge does not make you strong , it makes you bitter forgiving does not make you weak , it sets you free",1,0,1,0,0,0,1,0,0,0,0
"Eating an egg is grim , you are eating the material embodiment of a fart and an unborn chick",1,0,1,0,0,0,0,1,1,0,0
Pakistan is the biggest victim of terrorism nawaz sharif really it should have been biggest creator of terrorism unga,1,0,1,1,0,0,0,0,0,0,0
But guess what i am sober,0,0,0,0,1,0,0,0,0,0,0
"If you do not know what a patronus is , i do not think we should have to tell you",1,0,1,0,0,0,0,0,1,0,0
"We are about a little over an hour away we will arrive soon , do not fret",0,0,0,0,1,0,1,0,0,0,0
"You are a cruel , cruel man therewillbeblood revenge",1,0,1,0,0,0,0,0,1,0,0
Am i watching bacheloretteau or zoolander samvrhys,0,1,0,0,1,0,0,0,0,0,0
Will this be aired on radio or filmed lots of fans over the pond too wales,0,1,0,0,1,0,1,0,0,0,0
"Pussies in the dark , they are all the same",0,0,1,0,0,0,0,0,0,0,0
My heart did the flutter,0,0,0,1,1,1,1,0,0,0,0
When you arrive at the office the day before your first ever festival and the internet is down,1,0,1,0,0,0,0,0,1,0,0
Took its first baby step now let is hope they will start running,0,1,0,0,1,1,1,0,0,0,0
Probs spent a grand total of five minutes sober since sunday evening : ) freshers,0,0,0,0,1,0,0,0,0,1,0
U why am i not asleep yet fml i think low key i am afraid i might miss something sleeplessnight sleepy,0,0,1,1,0,0,0,1,1,0,0
"A plus point , she wo not have to queue for the loos any more plus points nope , can not think of any sexism",1,0,1,0,0,0,0,0,0,0,0
Women do not like girls because we resent them for looking so great/we wish we still looked like that washed,1,0,0,0,0,0,0,1,0,0,0
Do your fuc*ing job and report the news. Just another bully to go in the basket. Freedom or fear,1,0,1,0,0,0,0,0,0,0,0
Yes it is shocking how islamophobic indias are considering how many muslims live there,1,0,1,0,0,0,0,0,0,1,0
"Hey there phil glutting thank you for following us , it is appreciated : )",0,0,0,0,1,0,1,0,0,0,0
Fellaini has been playing ahead of this guy  just let that sink in,0,1,0,0,0,0,0,0,1,0,0
"At least blake lively and ryan reynolds are still together , god bless what a beaut couple",0,1,0,0,1,0,1,0,0,0,0
Tonight is dragrace allstars2 episode gave me life yaass queens teamalaska teamkatya revenge bwahaha,1,0,0,0,1,0,1,0,0,0,0
I knew you were going to do that i would definitely buy if i did not live in texas where you can not play dfs  so depress,0,0,0,0,0,0,0,0,1,0,0
"Does anyone know , are both sims in a dual sim phone both locked to the same network worry",0,0,0,1,0,0,0,1,1,0,0
Ppl get triggered over u smiling they are irrelevant,0,0,1,0,1,0,1,1,1,0,0
But i shall be a pity lively,0,0,0,0,1,0,0,0,0,0,0
We have been a better second half team this season so there is that,0,0,0,0,1,0,1,0,0,0,0
Plus a hearty pour of yachtrock by mustacheharbor,0,0,0,0,1,1,1,0,0,0,0
Thank you oh so much there are many challenges but much rejoicing,0,0,0,0,1,0,1,0,0,0,0
"Kudos to tc for benching bruce he is not helping the team , so he rides pine we have games to win discussion over mets",1,1,0,0,1,0,1,0,0,0,0
"Self-hatred gives rise to fury , fury to the desire for self-change",1,0,1,0,0,0,1,0,1,0,0
White pricks that were laughing at your use of language wo not be crying over your coffin but rejoicing that you are another,1,0,1,0,1,0,0,0,0,0,0
The kid at the pool yelling is about to get a foot up his ass shutup parents kids horrible,1,0,1,0,0,0,0,0,0,0,0
"Thenicebot : indymn i thought the holidays could not get any more cheerful , and then i met you thenicebot",0,0,0,0,1,1,1,0,0,0,1
Finally made my fury warrior guide let me know your thoughts,1,1,0,0,1,0,0,0,0,0,0
I am worried someday i shall be yelling at my kids and they shall be confused about if or not i am being serious i am too damn playful,1,0,1,0,0,0,0,1,1,0,0
This sad truth,0,0,0,0,0,0,0,0,1,0,0
"Huh perhaps  because we are both so dreary , we get along well",0,0,0,0,1,0,1,0,0,0,0
Aye man she was fuming xo,1,0,0,0,0,0,0,0,1,0,0
Anyone else find 'anniversary windows 10 update 1607 ' a complete,0,1,0,0,1,0,1,0,0,0,1
So happy my next class is canceled  od tired,0,0,0,0,1,0,0,0,0,1,0
Like srsly somebody help me deal with this social anxiety,0,0,0,1,0,0,0,0,0,0,0
Than straight people even the arse straight guys who think that means a threesome is fine,1,0,1,0,0,0,0,0,0,0,0
What did i do to offend you,0,0,0,1,0,0,0,0,1,1,0
"If troyler will die , i am gon na die with them troyler sadness fuckin'lifeisnotafairytale",0,0,1,0,0,0,0,0,1,0,0
Life iz not about pleasing each others  hell with pleasing,1,0,1,0,1,0,0,0,0,0,0
"Aidy : *has a physics question* aidy : '  ok , i am not gon na ask tristan cause i do not wan na aggravate her '",1,1,1,0,0,0,0,0,0,0,0
The 'groovier ' part is an affront to common decency no way agrees,1,1,1,0,0,0,1,0,0,0,0
"Even at this level , rojo still manages to play god damn awful mufc",0,0,1,0,1,0,0,0,0,0,0
I am going to get the weirdest thank you note -- or worse -- total silence and no acknowledgement anxiety,0,0,0,1,0,0,0,0,0,0,0
But that new breezy and tiller,0,0,0,0,0,0,0,0,0,0,0
"I am due for a big change i have prayed on it , i think i deserve it positivity",0,0,0,0,1,0,1,0,0,0,1
"Hakyeon takes all the attention happily , perching on wonshik is shoulder to sulk when jaehwan accidentally caused a tiny explosion",0,0,1,0,1,0,1,0,1,0,0
"My three year old asked me if trump was a bad man , like a bully after saying yes he is a bully , my son said mute him we did",0,0,1,0,1,0,1,0,0,0,0
The moment of the day when you have to start to plaster a smile in your face depression,0,0,0,0,0,0,0,0,1,0,0
It is bowers i went and drove it for a while this evening,0,0,0,0,0,0,0,0,0,0,0
Any possibly kg is being bought out as a player so that he can buy in from glen as a minority owner optimism,0,0,0,0,1,0,1,0,0,0,0
"I have learned over the years that when one is mind is made up , this diminishes fear � Rosa parks quotes motivation",0,0,0,0,0,0,1,0,0,0,1
Start a countdown clock to reporting that pompous bully and liar christie is asking president hrc for a pardon,1,0,1,0,0,0,0,0,1,0,0
"Maybe that is why , we are asked to study hard and get a job that we like that way it would not be that dreadful",0,1,0,1,0,0,1,0,0,0,0
"Call me a pessimist , but i do not think therapy can fix whatever is wrong with anthony weiner",0,0,0,0,0,0,0,1,1,0,0
Heather that was hilarious anthonyweiner 15gets20 nyc,0,0,0,0,1,0,1,0,0,0,0
Should of stayed in dubai,0,1,1,0,0,0,0,1,1,0,0
"Idk why but this time around its so hard that it hurts , i already miss them all so much silly family friends",0,0,0,0,1,0,1,0,1,0,0
"Personaldevelopment today is a gift , that is why it is called the present  happiness optimism entrepreneur personaldevelopment �",0,0,0,0,1,0,1,0,0,0,0
Maybe also being attacked by tom is rabid fans to whom he and his clothes were always perfect also put me off him ,1,0,1,0,0,0,0,0,1,0,0
A panic attack and call yourself a real fan makes me so mad like i dont even have the words to explain this is why some people give no +,0,0,0,1,0,0,0,0,0,0,0
Bitch worry about me more than i worry about myself,1,0,1,1,0,0,0,0,1,0,0
"You know when you are just slightly high , the state between sober and high af that is beautiful i wish i could feel like that 24/7",0,0,0,0,1,0,1,0,0,0,0
I asked jared to marry me and he said no offended,1,0,1,0,0,0,0,0,1,0,0
Made my night that reid was included in tonight is hilarity some of those points were brilliant thanks,0,0,0,0,1,1,1,0,0,0,0
Talk about a mood pickup i went from depressed to elated so fast,0,0,0,0,1,0,1,0,0,1,0
"He will rejoice over you with gladness , he will renew you with his love , he will rejoice over you with singing",0,0,0,0,1,1,1,0,0,0,0
When you are on a train as its pitch black outside and you have no idea where you are  travel whereami lost adventure,0,0,0,1,1,0,1,0,0,0,0
I got his bitch depress,1,0,1,0,0,0,0,0,1,0,0
Quite simply the worst airline worstairline i have ever used shocking appauling dire dismal beyondajoke useless,1,0,1,0,0,0,0,0,0,0,0
Why have i only just started watching glee this week i am now addicted gleek,0,0,0,0,1,1,1,0,0,1,0
"Then you do what you can and then block them , they are trying to discourage us",1,1,1,0,0,0,1,0,0,0,0
When my friends send me ballons and fireworks through text  amazing,0,0,0,0,1,1,0,0,0,1,0
"Oh , i am sorry about it , do not be sad yourself there is nothing important in the world to grieve about it",0,0,0,0,0,0,1,0,1,0,0
"Just do what you can , do not get discouraged , maybe some prayers for divine intervention to help you would help : )",0,0,0,0,1,0,1,0,0,0,1
Watch this amazing  broadcast by lively musically,0,0,0,0,1,0,1,0,0,0,0
"If u know anything about football help me out here , who should i start",0,1,0,0,0,0,0,0,0,0,0
"Aside from that i am all about pleasing the individual that i am involved with , my pleasure comes from their pleasure",0,0,0,0,1,0,1,0,0,0,0
Someone set off the fire alarm and i am so angry because i was in the middle of moisturizing my elbows,1,0,1,0,0,0,0,0,0,0,0
Happy internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling,0,0,0,0,1,1,1,0,0,0,0
Good start to the day i forgot to set my alarm just as well it is friday,1,0,0,0,1,0,1,0,0,0,0
The whole thread is jovial and fun and then this comment is like full of misogyny,1,0,1,0,1,0,0,0,0,0,0
"With only 7 months left until i possess my undergraduate degree , i feel like i can not handle adulthood anymore nojobsinbiology",1,1,0,1,0,0,0,1,0,0,0
I really wan na take advantage of uofw is gym but i am shy af,0,0,0,1,0,0,0,0,1,0,0
"You offend me ,",1,0,1,0,0,0,0,0,1,0,0
Please tell us why 'protesting ' injustice requires burning beating and looting terrible optics toussaintromain is true leader,1,0,0,1,0,0,0,0,0,0,0
Minutes of yoga to your breakfast routine will change your day preparation sunriseyoga bodyawareness health yoga smile stretch,0,0,0,0,1,0,1,0,0,0,0
"My typical shake is ~100g banana , 1c almond milk , 1tbsp chia and protein sometimes i add pb2 or ice or other fruit",0,0,0,0,1,0,0,0,0,0,0
Making my buddy cry bitch wait for revenge,1,0,1,0,0,0,0,0,0,0,0
"Eve , izzy , and paige cheerfully sing songs together",0,0,0,0,1,1,1,0,0,0,0
"People have the right to protest , not to loot and riot and terrorize charlotte violence and anarchy is unacceptable",1,0,1,1,0,0,0,0,1,0,0
I hate bakewell tart � anything that tastes of almond essence is just horrid gbbo,1,0,1,0,0,0,0,0,0,0,0
Got ta hit up breezy every day to make sure he is breaking in my boots first class friend right there,0,0,0,0,1,0,1,0,0,0,0
Miami proficiency is like pleasing by what name miami beaches : p Ikxb,0,0,0,0,1,0,0,0,0,0,0
Goddamn headache,1,0,1,0,0,0,0,1,1,0,0
Yet again another night i should have stayed in,0,0,0,0,1,0,0,0,0,0,0
"Last night , the rev dr. earl johnson spoke to wake progressive democrats on transforming moral outrage into effective political action",1,1,1,0,0,0,1,0,0,0,1
"Do not forget 2 test yr smoke alarm , carbon monoxide detector batteries it could save your life lovinleeds",0,0,0,0,1,0,1,0,0,0,0
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks : ' ),0,0,0,1,1,0,1,0,0,0,0
"Tells me my order will ship on sept 12 , arriving by sept 19 today is the 22 lies terrible whereismyfurniture",1,0,1,0,0,0,0,0,0,0,0
Mourinho is horrid,1,0,1,0,0,0,0,0,0,0,0
Ripkara i could have seen her at a local mall or any school football games im disheartened,0,0,0,0,0,0,0,1,1,1,0
"Hi folks flight is going to be over an hour late departing from inv ( ezy864 ) , how do we go about getting a refund please boiling",1,0,1,0,0,0,0,0,0,0,0
Getting cable hooked up in new place just in time for and premiers is like god smiling down on me onechicago,0,0,0,0,1,0,1,0,0,0,0
He is a horrible person and now i gag when i see people quote him,1,0,1,1,0,0,0,0,0,0,0
Guys do not use that type of language save it for raging ,1,0,1,0,0,0,0,0,0,0,0
"I am mad at the injustice , so i am going to smash my neighbours windows ' makes perfect sense charlotteprotest terrible",1,0,1,1,0,0,0,0,1,0,0
"Good luck to all fury-haney players playing this weekend at the future stars showcase in frisco , tx kgb g-town",0,1,0,0,1,1,1,0,0,0,0
Awe cnn so bias and does not care about people only money,1,0,1,0,0,0,0,0,0,0,0
So probably hunger and depression and dissociating equals a weird time anything else,0,0,1,0,0,0,0,1,1,0,0
Blues  blues,0,0,0,0,0,0,0,0,0,0,0
"Never bring back meech and bridgette crying because someone looks at you ugh , and bridgette bitter",1,0,1,0,0,0,0,0,1,0,0
"It does not chip and it does not get dull nails gone be looking perfect the whole time , except they gone be grown out",0,0,0,0,1,0,1,0,0,0,0
Cross party group on crofting meeting tonight in suspect it is going to be a lively meeting ,0,1,0,0,1,0,1,0,0,0,0
"In scotland , the right-wingers are the most rabid anti-nationalists socialists are mostly in favour",0,0,0,0,0,0,0,0,0,0,0
"Do not let fear hold you back from being who you want to be use it is power to push you towards your goals no more fear , just action fear",0,0,0,1,0,0,1,0,0,0,0
"To insure good health : eat lightly , breathe deeply , live moderately , cultivate cheerfulness , and maintain an interest in life",0,0,0,0,1,0,1,0,0,0,0
Roy as fiery,1,1,1,0,0,0,0,0,0,0,0
Love the new song i can not stop thinking about you by,0,0,0,0,1,1,1,0,0,0,0
Gadot please put a left turn signal at williams and ivan allen jr blvd this is absolutely ridiculous atltraffic horrible,1,0,1,1,0,0,0,0,0,0,0
Live simply dream big be grateful give love laugh lots unknown quote inspiration happy,0,0,0,0,1,1,1,0,0,0,0
If that does not out dem is in panic mode then i do not know what will ,0,0,0,1,0,0,0,0,0,0,0
My 2 teens sons just left in the car to get haircuts i am praying up a storm that they make it home safely terencecrutcher,0,1,0,1,0,0,1,0,0,0,0
This red sox team is the equivalent of tiger woods in his heyday : no mercy,1,0,1,0,0,0,0,0,1,0,0
"Got ta say this n put it out there whoever u r , u should support other people is decisions n not discourage them ",1,0,1,0,0,0,1,0,0,0,0
"Iniesta still the one player i idolize from barca , a delight to watch i tell you",0,0,0,0,1,0,1,0,0,0,0
Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there,0,0,0,0,1,1,0,0,0,0,0
Follow me on snapchat carlabtst15 snapchat snap,0,1,0,0,0,0,0,0,0,0,0
Police : atlanta rapper shawty lo killed in fiery car crash,0,0,0,0,0,0,0,1,1,0,0
Colors of the leaves are- changing heatwaves in la still- raging lattes made in batches visit pumpkin patches fallsongs,0,0,0,0,1,0,1,0,0,0,0
"North america vs sweden is the most exhilarating hockey i have ever watched wow , mackinonns mitts are silky teamna wch2016",0,0,0,0,1,0,0,0,0,1,0
How awful switched off,1,0,1,0,0,0,0,1,1,0,0
"Absolutely can not believe the generosity pouring out for us , but id give everything i have for nick to be healthy and happy lost",0,0,0,1,1,1,1,0,0,0,1
When you lose somebody close to your heart you lose yourself as well lost,0,0,0,0,0,0,0,1,1,0,0
Sometimes im sad then remember margaret thatcher is dead and then i rejoice,0,0,0,0,1,0,0,0,1,0,0
Make sure you is young breadrins sling us a quick vote murky skeng votage,0,1,0,0,1,0,1,0,0,0,0
I am really hitting all flavors of my sparkling water rap but you know what is tripping me out these half french and spanish flavors,0,0,0,0,1,1,0,0,0,0,0
Val having a nervous breakdown floss gbbo,0,0,0,1,0,0,0,0,1,0,0
In other news my legs hurt running 5kin26mins flatfeet,1,0,1,0,0,0,0,0,1,0,0
Unixware skydrive-cokie hearty exactment blame online : hephxho,0,1,1,0,0,0,0,0,0,0,0
Cheering and clapping i assume,0,0,0,0,1,0,0,0,0,0,0
Terrorstatepak pakistan is a terror state,0,0,0,1,0,0,0,0,0,0,0
My heartbeat is forever stumbling on memories of things past longing loss shape form sadness,0,0,1,0,0,0,0,0,1,0,0
"Bloody hell pam , calm yourself down but could have sworn something black and hairy just ran across the carpet , perilsoflivingalone",1,0,1,1,0,0,0,0,0,1,0
Turn that shit off home button under accessibility when did innovation become mind fuckery rage iphone Phone Home,1,0,1,0,0,0,0,0,0,0,0
"I hope you never go a day without something to make you smile you deserve all good things please follow me 311,553",0,0,0,0,1,1,1,0,0,0,0
Heart heavy for lost furry family members remembering max and ozzie forever friends as,0,0,0,0,0,0,0,0,1,0,0
The greatest fear dogs know is the fear that you will not come back when you go out the door without  stanley coren,0,0,0,1,0,0,0,0,0,0,0
Connor said he is worried that jack will steal his girls on a night out nervous,0,1,1,1,0,0,0,1,0,0,0
"Es , i am serious 23/8",0,0,0,0,0,0,0,0,0,0,0
"Good night , twitter world wish you all good sleep productive jovial days : )",0,0,0,0,1,0,1,0,0,0,0
In the same speech however he did mention foreign hand and funding in terrorism in the country proudofyouprimeminister,1,0,1,1,1,0,0,0,0,0,0
It is a foggy and dark morning here so filter this time for lighting purposes : ),0,0,0,0,1,0,1,0,0,0,0
I want to achieve to your level of optimism,0,0,0,0,0,0,1,0,0,0,0
So true and well said it seems ve old fashioned looking back on it i liked robbie on tv not loving all these movies,0,0,1,0,1,0,0,0,1,0,0
"I can literally eat creamy pesto pasta topped with grilled chicken , sun dried tomatoes , asparagus and pine nuts every single day of my life",0,0,0,0,1,1,0,0,0,0,0
Martin roth leaving vanda shoes the effects of brexit : bright and talented foreigners made to feel unwelcome and leaving  c4news,1,0,1,0,1,0,0,0,1,0,0
It is a moving day stress hope,0,1,0,1,0,0,1,0,0,0,0
May i send you a copy of herothegreyhound either e-book or real paper one a boy and a greyhound smiles tears laughter,0,0,0,0,1,1,0,0,1,0,0
Are you serious that fredsirieix lives in peckham   south london is own love guru ( big up ),0,1,0,0,0,1,1,0,0,0,0
I�ll look forward to it hoping for lots of stetson-tilting and rueful looks into whiskey glasses,0,0,0,0,1,0,0,0,0,0,0
"The human race has one really effective weapon , and that is laughter -- mark twain",0,0,0,0,1,0,1,0,0,0,0
As ceo of a charity you could reasonably expect not to attempt to crudely inflame tensions,1,0,1,0,0,0,0,0,0,0,0
Hmm  you may have a point  i thought twitter had got dull lamination,0,1,0,0,1,0,1,0,0,0,0
Ca not start a good day without a cup of tea tea day goodday,0,0,0,0,1,1,0,0,0,0,0
Lool soon as man start loosing weight its panic,0,0,0,1,0,0,0,0,0,0,0
"Very nice show guys now i have supported you , i expect you cheering at my on oct 30th",0,0,0,0,1,0,1,0,0,0,0
B assured there is plenty of salt 2 keep that fire burning brightly stay happy n life by keeping plenty salty� �,0,1,0,0,1,0,1,0,0,0,0
When you make a great tasting shake and no words can describe it herbalifenutrition tastesogood nowords,0,0,0,0,1,0,1,0,0,0,0
Cn seems like you only appreciate good reviews no apologies to my concern years ago,0,0,0,0,1,0,1,0,1,0,0
Wow the denver housing market is depressing no places to buy in my range fml,1,0,0,0,0,0,0,0,1,0,0
I done a mix of win and -1 and scores are 2-0 2-0 3-0 4-0 4-0 and then moyes was 1-0 down was fuming would of been easy,1,0,1,0,0,0,0,0,1,0,0
Some mexican ladies irritate the fuck outta me have a their own lil preschool of fucking kids for the welfare and allat smh,1,0,1,0,0,0,0,0,0,0,0
Make him feel vigorous ' Fine you can kill me now ' said hestia with a display of only despair rather than her joyful �,1,0,1,0,0,0,0,0,1,0,0
Luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists i immediately stop n suck his dick,1,0,1,0,0,0,0,0,0,0,0
Bunk ur class at least once in your life time cuz later when u look back good marks will not make u happy but memories will ' - A P J,0,0,0,0,1,0,1,0,0,0,0
The sorrow is grim reminder of how bad i can be at video games and how i could get a bit too trigger happy at times rip mgs3,0,0,0,0,0,0,0,0,1,0,0
Poor service tonight to find season ticket holders in the seats we purchased online forced to move further away unhappy,1,0,0,0,0,0,0,0,1,0,0
Your boy ' is having a nightmare,0,0,0,1,0,0,0,0,0,0,0
He chirp,0,0,0,0,1,1,0,0,0,0,0
Straight people are canoodling on the quad and i am offended,1,0,1,0,0,0,0,1,1,0,0
"First weekend of fall , let is see if i can stay disciplined to this seasons goals fitness running sober mindset firstfriday family",0,0,0,0,1,0,1,0,0,0,0
"I thought the holidays could not get any more cheerful , and then i met you thenicebot",0,0,0,0,1,1,1,0,0,0,0
I could not believe that their answer to his outrage was that they were right i do hope he takes them to the cleaners,1,0,1,0,0,0,1,0,0,1,0
We express our deep concern about the suspension of please reactivate it he never violated ,1,0,1,1,0,0,0,0,0,1,0
"It is easy to fall asleep in class , but hard to in bed true whileyouweresleeping insomnia teamfollowback rocktheretweet",0,0,1,0,0,0,0,1,0,0,0
Do not worry about anything but pray about everything,0,1,0,0,1,0,1,0,0,0,0
Remind them ' Twenty is plenty ' revenge,1,0,1,0,0,0,0,0,0,0,0
Well stomach cramps did not make that spin class any easier why does my body hate digesting porridge so much spinning sulk,0,0,1,0,0,0,0,0,1,0,0
Janice griffith snap story,0,0,0,0,1,0,0,0,1,0,0
Term 5 security queues at arrivals,0,0,0,0,0,0,0,0,0,0,0
It is 5 i am hungry but there is no food panic,1,0,0,1,0,0,0,0,1,0,0
I feel like a burden every day that i waste but i do not know how to get out of this bc i get so discouraged all i wan na do is lay around,0,0,0,0,0,0,0,0,1,0,0
Sickle cell if right pt background or could be jia or an allergic reaction to a bite  bee sting among others,0,0,0,0,0,0,0,0,0,0,0
Feels grim not having your nails done,0,0,1,0,0,0,0,0,1,0,0
That is what some rioters are doing terrorism,1,1,1,1,0,0,0,0,1,0,0
She is pathetic hated nicole for being cute and having a showmance and she could not get one bitter uglycry bbmichelle,1,0,1,0,0,0,0,0,0,0,0
"A cheerful heart is good medicine , but a broken spirit saps a person is strength ' { proverbs 17 } wednesdaywisdom",0,0,0,0,1,0,1,0,0,0,0
When you just want all the attention cantsleep,0,1,0,1,0,0,0,0,0,0,0
Archangelsummit anyone can be brave but you just have to last 5 mins longer than everyone else leadership fear,0,0,0,1,0,0,1,0,0,0,0
Nhlnycsweepstakes having fun watching team north america and cheering team canada,0,0,0,0,1,0,0,0,0,0,0
Side chick is be trying to fuck u like your going to forget about your wife when your done terrible,1,0,1,0,0,0,0,0,1,0,0
Stay jaded everyone is terrible,1,0,1,1,0,0,0,0,0,0,0
"When you wake up , scroll through social media , and another father was taken from his child nightmare everyday keithlamontscott",1,0,0,1,0,0,0,0,1,0,0
Someone kik me kikme,1,0,1,0,0,0,0,0,0,0,0
I think they may be,0,1,0,0,0,0,1,0,0,0,0
"By the way , i am wearing the smile you gave me today you me smile",0,0,0,0,1,1,1,0,0,0,0
Smile instagramers : selfie bestmeselfie me smile bestmecameraisgreat emojigrid likeforlike friend girl boy tattoos family 6 Pack g ,0,0,0,0,1,1,1,0,0,0,0
The world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards and invigorate raging self defense mechanisms,1,1,0,0,0,0,0,0,0,0,0
"Americans for hrc now maybe , as you see the world getting rid of terror to save their countries you shall get the dems out",0,1,0,0,1,0,1,0,0,0,0
We love you hilarious we are looking forward to so much more kudos on the pilot speechless,0,0,0,0,1,1,1,0,0,0,0
Incredible that nawaz sharif said pakistan is victim of terrorism and talked abt development in pak incredible how he controlled his laughter,0,0,1,1,0,0,0,0,0,0,0
He is jubilant to hear the word that he probably uses in secret heard out loud,0,0,0,0,1,0,0,0,0,0,0
"Dropped my phone in the sink earlier. No sound , but everythin else works. Prepared myself for life without music until i put my earphones in",1,1,0,0,0,0,0,0,0,0,0
"Needed levity : hubs + i talking of kyle is new solo album , my 7 yo says ' ' she loves ur news show 9 News lolz",0,0,0,0,1,1,1,0,0,0,0
Literally feels sg to be happy with sam,0,0,0,0,1,1,0,0,0,0,0
So you are unhappy,0,0,0,0,0,0,0,0,1,0,0
So excited to watch allstars rupaul revenge,1,0,0,0,1,0,0,0,0,0,0
Oh do not panic he is gon na be there,0,0,0,1,0,0,0,0,0,0,0
I am actually offended by it naming the most fattening sandwich after a man who died of coronary disease likely due to his diet,1,0,1,0,0,0,0,0,0,0,0
Worst possible decision i could have made when arriving in the uk shocking service poor coverage unhappy,1,0,1,1,0,0,0,0,1,0,0
Intermit animated^ % % % ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra ,0,0,0,0,1,0,1,0,0,0,0
"Elinor , ' she laughed so little known , all over every body at the brilliant cheerfulness of sweetmeats and a fashion",0,0,0,0,1,0,1,0,0,0,0
That is great it is not easy and it is amazing when nervousness turns into adrenaline had you had concerts as soloist before,0,0,0,0,1,0,0,0,0,0,0
"Blessed are those who mourn , for they will be comforted mt 5",0,0,0,0,0,0,1,0,0,0,0
What is the most important thing you need to accomplish today onlinemarketing solopreneur start up success,0,0,0,0,1,0,1,0,0,0,0
"Pleased to meet you you obviously know me , ' offers her hand to shake",0,0,0,0,1,1,0,0,0,0,0
There is gon na be street parties when you lot leave spontaneous rejoicing clowns,0,0,1,0,1,0,1,0,0,0,0
